ExpSieves,Expmass
150,1
127.5058202,0.982113749
65.79406857,0.897179749
53.2784714,0.841307736
42.02084239,0.792824154
33.1678759,0.727841547
28.01074743,0.663081987
21.62099328,0.598057039
18.95212832,0.540296305
15.06753265,0.487018878
12.41994438,0.435238415
7.036177901,0.306777384
1.648928237,0.17733733
0,0
