ExpSieves,Expmass
220,1
204.0846759,0.993384975
163.3189896,0.959600991
129.8358416,0.895587626
103.5443493,0.775800321
81.87533715,0.669545834
66.29480215,0.598329814
50.93398163,0.528529122
41.58117078,0.465911693
31.58940259,0.399574625
25.62152805,0.337731159
18.98971814,0.287052206
15.16673392,0.251091999
11.87080221,0.220414051
10.00046162,0.183762367
5.809812688,0.1351764
3.762557019,0.079037038
0,0
