FSieves,Feedmass
400,1
319.343802,0.990384573
255.7253334,0.968098353
205.1053376,0.934073351
161.6970998,0.849924589
129.5438728,0.753047355
103.8941738,0.670792654
81.69574742,0.580496865
65.50854137,0.500973832
50.57180776,0.426732394
40.5206852,0.371172828
32.93835989,0.317140679
27.58779202,0.267248924
20.82766668,0.2266629
15.94221999,0.196201833
12.53497165,0.167093102
8.781022647,0.111965294
3.677650603,0.055172271
0,0
