ExpSieves,Expmass
90,1
65.24767229,0.952038741
51.72117371,0.91454823
40.59502258,0.881114561
32.80721552,0.829803552
24.97959124,0.767301063
20.30649761,0.717637484
14.90572393,0.666777167
13.05261971,0.613065373
8.51355245,0.557263254
4.686291572,0.467958143
3.396053665,0.404594846
2.307376719,0.258122671
2.11942414,0.309580285
1.388706795,0.104196517
1.165382423,0.041426417
0,0
