ExpSieves,Expmass
120,1
104.3136936,0.988945782
83.57355573,0.949628462
64.3595145,0.919015207
52.29476205,0.883333661
41.77375247,0.849700765
35.09010547,0.8009825
28.92349253,0.742366651
23.58264175,0.68227752
20.54051887,0.632223697
16.35564543,0.572118197
13.09058678,0.502784451
8.448730741,0.418091343
7.60753709,0.338084413
5.482777858,0.276827681
3.567050807,0.221863606
2.225479636,0.166294217
0,0
