ExpSieves,Expmass
14,1
13.2,1
11.2,0.989590653
9.53,0.981540683
6.35,0.891678811
5.6,0.818757005
3.35,0.55028985
2.36,0.335639849
2,0.252227163
1.7,0.189594602
1.4,0.139359854
1.18,0.107493045
1,0.081006089
0.85,0.060889405
0.71,0.042316897
0.6,0.029470453
0.425,0.013699956
0.25,0.006555502
0.18,2.90E-03
0.1,0
0,0
