ExpSieves,Expmass
14,1
13.2,1
11.2,0.991836325
9.53,0.974920852
6.35,0.831463371
5.6,0.731260636
3.35,0.450859407
2.36,0.279477342
2,0.225604712
1.7,0.186397293
1.4,0.14556118
1.18,0.121376217
1,0.09562438
0.85,0.077199988
0.71,0.061997701
0.6,0.048630003
0.425,0.029087948
0.25,0.014744078
0.18,9.58E-03
0.1,1.13E-16
0,0
