ExpSieves,Expmass
10,1
9.53,1
6.35,0.990177645
5.6,0.972800488
3.35,0.764824054
2.36,0.528218015
2,0.438589115
1.7,0.361660261
1.4,0.28837378
1.18,0.244245828
1,0.201485806
0.85,0.16917692
0.71,0.136467188
0.6,0.107570466
0.425,0.066396049
0.25,0.02837789
0.18,0.017995046
0.15,0.010787434
0.1,7.45E-17
0,0
