moisture,speed,screen,fmat,xWmmin,gamma,alpha,cdratio,R2
0.249651222,9.8,11.94638764,0.967849731,0.008234405,0.124755859,0.695175171,0.564483643,0.99736762
0.396533037,9.8,10.17302674,0.99822998,0.070779556,0.106262207,0.672821045,0.430984497,0.993033814
0.279792486,9.8,23.88268745,0.108200073,0.086968969,0.538528442,0.991027832,0.742507935,0.998054003
0.410557093,9.8,12.22303002,0.18939209,0.084756467,0.108688354,0.220153809,0.472106934,0.995295666
0.134281671,9.8,13.40939642,0.548171997,0.138939885,0.085281372,0.096481323,0.228744507,0.985585245
0.152501979,9.8,22.33256255,0.911590576,0.154824126,0.369232178,0.92729187,0.434555054,0.996804086
0.3539076510546963,9.8,22.86742741759589,0.07861328125,0.0751282673645019,0.3128662109375,0.6189117431640625,0.8598785400390625,0.9973931983298112
0.2782808987072954,9.8,13.255926129878814,0.4707794189453125,0.1281520291137695,0.1199951171875,0.0260772705078125,0.7072601318359375,0.9973246479899524
0.1528913427411479,9.8,21.467381393224123,0.52618408203125,0.0275670974731445,0.2896728515625,0.873443603515625,0.351409912109375,0.9985185940177976
0.1451332264309621,9.8,11.616620708786607,0.939544677734375,0.042078060760498,0.1250152587890625,0.305908203125,0.38818359375,0.9916518753666924
0.3813969612816956,9.8,12.4919757359703,0.25665283203125,0.0249120947265625,0.148040771484375,0.9566192626953124,0.364227294921875,0.9980997769693856
0.4232852057142575,9.8,15.7508350692868,0.1505279541015625,0.1436853210449219,0.185821533203125,0.5430908203125,0.8603363037109375,0.9946356655882712
0.1153003052705559,9.8,15.45067534755971,0.5544281005859375,0.0163214823913574,0.2047271728515625,0.97021484375,0.9464874267578124,0.9870968548397818
0.3565589229175674,9.8,16.50815892705031,0.099273681640625,0.0008339663696289,0.16534423828125,0.3704833984375,0.623748779296875,0.9985190580081026
0.4111774739858953,9.8,16.303196512707427,0.8438568115234375,0.0425053025817871,0.1578216552734375,0.4446258544921875,0.117767333984375,0.988031959064361
0.2538546183506749,9.8,17.420065051656486,0.66693115234375,0.1423578196716309,0.1898040771484375,0.9855499267578124,0.162933349609375,0.9906550061589964
0.2348346114746041,9.8,12.369015679792456,0.4120635986328125,0.0560549717712402,0.1558990478515625,0.483367919921875,0.9492340087890624,0.9819873265826822
0.4281677405226415,9.8,24.01224258203765,0.1314849853515625,0.2083056465148925,0.278961181640625,0.665008544921875,0.3645172119140625,0.9895724407647112
0.190319813230729,9.8,13.12704708227823,0.8414459228515625,0.1207058145141601,0.118377685546875,0.146575927734375,0.828216552734375,0.9956720952400908
0.4364020914924361,9.8,11.858907629968956,0.6292266845703125,0.0018562950134277,0.162933349609375,0.7336578369140625,0.5770416259765625,0.9909785747130616
0.1975817445047263,9.8,24.8367878835581,0.7582244873046875,0.0008339663696289,0.494659423828125,0.80322265625,0.936126708984375,0.99655855338494
0.1017250731602565,9.8,19.03849728863888,0.341033935546875,0.2147295324707031,0.1667327880859375,0.91693115234375,0.4535064697265625,0.988883325982961
0.308843314884624,9.8,24.56524360971749,0.2201080322265625,0.2737499383544922,0.2548065185546875,0.793426513671875,0.3494110107421875,0.9965307224726138
0.2919068109826127,9.8,16.437251753836374,0.1151580810546875,0.1714865567016602,0.153533935546875,0.786346435546875,0.5735626220703125,0.991896855403244
0.2888758267102916,9.8,23.509874724536253,0.1884765625,0.1155026194763183,0.241424560546875,0.1467742919921875,0.40191650390625,0.9963600513066302
