ExpSieves,Expmass
14,1
13.2,1
11.2,0.96742443
9.53,0.959580716
6.35,0.871777372
5.6,0.800464966
3.35,0.538014016
2.36,0.328179804
2,0.246615574
1.7,0.185388349
1.4,0.136286806
1.18,0.105127306
1,0.079227718
0.85,0.059549764
0.71,0.041391824
0.6,0.028839195
0.425,0.013405541
0.25,0.006402833
0.18,2.83E-03
0.1,0
0,0
