ExpSieves,Expmass
10,1
9.53,1
6.35,0.97144582
5.6,0.941955967
3.35,0.722977719
2.36,0.507034526
2,0.424916975
1.7,0.351946036
1.4,0.285845642
1.18,0.244240801
1,0.197417256
0.85,0.157912011
0.71,0.125721242
0.6,0.096870895
0.425,0.059267351
0.25,0.026735712
0.18,0.011926632
0.15,0.009687609
0.1,0
0,0
