ExpSieves,Expmass
14,1
13.2,1
11.2,0.970031037
9.53,0.953513901
6.35,0.813240365
5.6,0.715143339
3.35,0.440884485
2.36,0.273275714
2,0.220562475
1.7,0.182148393
1.4,0.142227658
1.18,0.118569536
1,0.09340226
0.85,0.075402815
0.71,0.060560926
0.6,0.047508455
0.425,0.028428618
0.25,0.014411029
0.18,9.35E-03
0.1,1.11E-16
0,0
