ExpSieves,Expmass
14,1
13.2,1
11.2,0.99218606
9.53,0.979421251
6.35,0.85497413
5.6,0.754006839
3.35,0.426400471
2.36,0.249355906
2,0.183912206
1.7,0.148324737
1.4,0.112401693
1.18,0.091631836
1,0.067996611
0.85,0.051546108
0.71,0.039387087
0.6,0.027120384
0.425,0.015679915
0.25,0.005885341
0.18,3.67E-03
0.1,0
0,0
