ExpSieves,Expmass
10,1
9.53,1
6.35,0.942159172
5.6,0.908495649
3.35,0.639785077
2.36,0.407794695
2,0.314033034
1.7,0.255232792
1.4,0.198342861
1.18,0.166218819
1,0.132881022
0.85,0.100403429
0.71,0.076435521
0.6,0.058741288
0.425,0.03491153
0.25,0.015521464
0.18,0.009690726
0.15,6.88E-03
0.1,3.70E-17
0,0
