ExpSieves,Expmass
10,1
9.53,1
6.35,0.987129608
5.6,0.969800928
3.35,0.762471524
2.36,0.52657573
2,0.437218856
1.7,0.360524041
1.4,0.287460948
1.18,0.2434742
1,0.200844168
0.85,0.168642117
0.71,0.136025
0.6,0.107216826
0.425,0.066177988
0.25,0.02828426
0.18,0.017927006
0.15,0.010748786
0.1,7.40E-17
0,0
